"","account_id","opening_date","statement_frequency","district_name","credit_cards","loan","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","cc_payment","max_balance","min_balance"
"2668",2979,"1997-11-22","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",6900,15,25,24196,700
"2669",2980,"1993-12-09","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",5100,15,117,28624,1000
"2670",2981,"1997-01-11","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",8200,10,56,25987,600
"2671",2982,"1996-06-04","monthly","Prachatice",0,"T","41256","3438","12","current","FALSE",73128,15,67,138939,900
"2672",2983,"1996-07-25","monthly","Havlickuv Brod",0,"F","NA","NA","NA","NA","NA",28200,15,68,51668,1000
"2673",2985,"1993-04-06","monthly","Novy Jicin",0,"F","NA","NA","NA","NA","NA",5800,12,139,40601,400
"2674",2986,"1996-04-09","monthly","Vyskov",0,"T","24792","1033","24","current","FALSE",47360,15,65,91488,500
"2675",2987,"1993-09-16","monthly","Pisek",1,"F","NA","NA","NA","NA","NA",35324,15,127,83115,700
"2676",2989,"1993-11-28","monthly","Kladno",0,"F","NA","NA","NA","NA","NA",11600,11,120,35126,600
"2677",2990,"1996-09-16","monthly","Sokolov",0,"F","NA","NA","NA","NA","NA",17900,15,70,56133,900
"2678",2991,"1993-05-22","monthly","Prachatice",0,"F","NA","NA","NA","NA","NA",47000,7,135,84029,600
"2679",2992,"1997-07-11","monthly","Hradec Kralove",0,"F","NA","NA","NA","NA","NA",17073,15,38,54794,900
"2680",2994,"1996-05-03","monthly","Vsetin",1,"T","48744","1354","36","current","FALSE",28604,15,67,75877,900
"2681",2995,"1996-12-14","monthly","Trutnov",1,"F","NA","NA","NA","NA","NA",50600,2,45,108137,-5285
"2682",2996,"1994-05-17","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",23500,15,120,71605,400
"2683",2997,"1997-09-09","monthly","Teplice",0,"F","NA","NA","NA","NA","NA",12800,11,42,31970,1100
"2684",2998,"1997-11-09","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",33231,3,30,66690,300
"2685",2999,"1996-10-08","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",11680,15,68,37921,1000
"2686",3000,"1993-07-14","monthly","Plzen - sever",1,"F","NA","NA","NA","NA","NA",42240,15,145,74493,1000
"2687",3001,"1993-03-24","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",48992,15,242,88118,400
"2688",3003,"1993-11-27","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",45444,15,101,115903,500
"2689",3004,"1996-08-22","monthly","Praha - zapad",0,"F","NA","NA","NA","NA","NA",7000,15,53,23905,700
"2690",3006,"1995-01-01","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",11500,15,97,34586,200
"2691",3007,"1993-02-02","monthly","Jindrichuv Hradec",0,"F","NA","NA","NA","NA","NA",40100,15,144,77118,800
"2692",3008,"1993-02-27","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",13100,15,137,71364,200
"2693",3009,"1996-01-26","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",8300,15,67,28692,900
"2694",3010,"1995-09-13","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",32110,15,64,83279,800
"2695",3011,"1993-09-01","monthly","Zlin",1,"F","NA","NA","NA","NA","NA",4530,10,129,23208,400
"2696",3012,"1997-04-18","monthly","Semily",0,"F","NA","NA","NA","NA","NA",11300,15,51,54068,600
"2697",3013,"1997-12-09","monthly","Opava",1,"F","NA","NA","NA","NA","NA",4714,15,27,22844,4714
"2698",3015,"1996-06-15","monthly","Prachatice",0,"F","NA","NA","NA","NA","NA",3222,15,57,28619,900
"2699",3016,"1996-02-23","monthly","Plzen - mesto",0,"F","NA","NA","NA","NA","NA",23170,15,74,58358,700
"2700",3017,"1994-08-12","monthly","Prerov",0,"F","NA","NA","NA","NA","NA",28791,15,106,68318,700
"2701",3018,"1996-12-03","monthly","Chomutov",0,"F","NA","NA","NA","NA","NA",47767,2,57,159656,-1969
"2702",3019,"1996-04-21","monthly","Decin",0,"F","NA","NA","NA","NA","NA",26600,15,66,57812,300
"2703",3020,"1996-08-09","monthly","Beroun",0,"F","NA","NA","NA","NA","NA",42928,10,108,88152,900
"2704",3021,"1996-04-20","monthly","Praha - vychod",0,"T","155616","3242","48","current","FALSE",29176,15,67,62154,300
"2705",3022,"1996-10-30","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",4755,15,49,31938,700
"2706",3023,"1997-10-14","monthly","Jablonec n. Nisou",1,"F","NA","NA","NA","NA","NA",14750,15,31,37303,6121
"2707",3024,"1996-12-18","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",10900,15,46,37932,400
"2708",3025,"1997-12-27","monthly","Klatovy",0,"F","NA","NA","NA","NA","NA",6367,13,23,31034,800
"2709",3026,"1993-02-18","monthly","Karlovy Vary",0,"F","NA","NA","NA","NA","NA",63900,15,143,114166,400
"2710",3027,"1996-04-29","monthly","Uherske Hradiste",0,"F","NA","NA","NA","NA","NA",4479,15,61,27922,1000
"2711",3028,"1993-09-15","monthly","Plzen - jih",0,"F","NA","NA","NA","NA","NA",7100,3,123,26167,400
"2712",3029,"1996-12-24","monthly","Havlickuv Brod",0,"F","NA","NA","NA","NA","NA",14000,15,46,32671,700
"2713",3030,"1994-06-22","monthly","Znojmo",0,"F","NA","NA","NA","NA","NA",5100,15,105,28543,800
"2714",3031,"1997-03-10","monthly","Trutnov",1,"F","NA","NA","NA","NA","NA",4184,14,45,25120,4184
"2715",3032,"1993-06-07","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",24700,15,130,54445,300
"2716",3033,"1997-12-10","monthly","Jesenik",0,"F","NA","NA","NA","NA","NA",2902,15,21,21451,900
"2717",3036,"1994-04-10","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",49490,15,102,121318,900
"2718",3037,"1994-05-26","monthly","Chrudim",0,"T","277884","7719","36","current","TRUE",63000,1,103,129394,-2507
"2719",3038,"1996-04-28","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",64200,12,98,157871,1000
"2720",3039,"1993-12-10","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",15360,15,148,86428,600
"2721",3040,"1996-08-03","monthly","Pelhrimov",0,"F","NA","NA","NA","NA","NA",8370,14,59,28527,1000
"2722",3041,"1996-04-04","monthly","Karvina",1,"F","NA","NA","NA","NA","NA",7500,13,78,37463,500
"2723",3042,"1993-09-16","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",57200,15,131,76336,500
"2724",3043,"1996-12-29","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",6050,15,45,22985,800
"2725",3044,"1996-09-14","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",4134,3,51,29879,500
"2726",3045,"1995-06-08","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",6200,15,81,36188,300
"2727",3046,"1997-08-11","monthly","Ostrava - mesto",1,"F","NA","NA","NA","NA","NA",11400,15,40,34482,1100
"2728",3047,"1993-02-17","monthly","Jindrichuv Hradec",0,"F","NA","NA","NA","NA","NA",8640,15,137,29807,600
"2729",3049,"1994-09-08","monthly","Trebic",0,"F","NA","NA","NA","NA","NA",9000,10,136,69434,1100
"2730",3050,"1993-05-08","monthly","Prostejov",0,"T","82896","6908","12","expired","FALSE",62168,15,142,116804,900
"2731",3051,"1996-01-01","monthly","Nymburk",0,"F","NA","NA","NA","NA","NA",54100,15,110,145458,800
"2732",3052,"1997-04-26","monthly","Chrudim",0,"F","NA","NA","NA","NA","NA",32371,40,25,53243,800
"2733",3053,"1993-08-23","monthly","Praha - zapad",0,"F","NA","NA","NA","NA","NA",19354,15,141,90732,900
"2734",3055,"1996-05-26","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",12600,15,60,43345,900
"2735",3056,"1993-12-22","monthly","Brno - venkov",0,"F","NA","NA","NA","NA","NA",6950,15,117,34324,1100
"2736",3057,"1997-07-23","monthly","Nymburk",0,"F","NA","NA","NA","NA","NA",27354,15,36,64301,600
"2737",3058,"1994-10-23","monthly","Chrudim",1,"F","NA","NA","NA","NA","NA",29270,15,102,77935,700
"2738",3059,"1997-02-15","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",33968,15,46,80056,700
"2739",3060,"1997-06-09","monthly","Opava",0,"F","NA","NA","NA","NA","NA",29126,15,39,62393,400
"2740",3061,"1995-11-08","monthly","Sumperk",0,"F","NA","NA","NA","NA","NA",4100,10,77,26464,300
"2741",3062,"1997-08-15","monthly","Pelhrimov",0,"F","NA","NA","NA","NA","NA",14950,14,29,28697,400
"2742",3063,"1993-05-26","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",3495,15,131,47183,1100
"2743",3064,"1993-05-23","monthly","Teplice",0,"T","15420","1285","12","expired","FALSE",13881,15,166,60755,1000
"2744",3066,"1996-08-12","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",27520,15,63,53841,700
"2745",3067,"1997-01-30","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",8852,15,54,34928,800
"2746",3068,"1993-04-25","monthly","Kromeriz",0,"F","NA","NA","NA","NA","NA",10200,15,133,38231,500
"2747",3069,"1993-03-20","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",34734,15,139,115033,400
"2748",3070,"1997-08-21","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",40320,15,34,62829,300
"2749",3071,"1996-10-03","monthly","Usti nad Labem",0,"F","NA","NA","NA","NA","NA",36399,15,56,87021,900
"2750",3072,"1993-06-05","monthly","Mlada Boleslav",0,"F","NA","NA","NA","NA","NA",53200,15,135,84311,1000
"2751",3075,"1997-06-25","monthly","Novy Jicin",0,"F","NA","NA","NA","NA","NA",7000,4,33,29190,400
"2752",3076,"1993-03-27","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",5200,15,135,28361,700
"2753",3077,"1997-04-16","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",20978,15,43,71961,600
"2754",3078,"1993-07-16","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",3800,15,127,23086,200
"2755",3079,"1996-02-26","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",7650,15,65,24125,1000
"2756",3080,"1995-10-29","monthly","Hodonin",0,"F","NA","NA","NA","NA","NA",5600,12,74,25637,400
"2757",3082,"1997-11-16","monthly","Decin",1,"F","NA","NA","NA","NA","NA",16868,15,28,35859,700
"2758",3083,"1997-03-18","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",34287,15,43,78816,200
"2759",3085,"1997-07-03","monthly","Zdar nad Sazavou",1,"F","NA","NA","NA","NA","NA",20800,15,38,49328,600
"2760",3086,"1993-11-02","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",31617,15,127,109688,800
"2761",3087,"1993-12-04","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",3800,9,123,26255,600
"2762",3088,"1996-03-08","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",37440,15,68,71278,600
"2763",3090,"1996-12-10","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",49384,15,55,119655,500
"2764",3091,"1993-11-11","monthly","Beroun",0,"F","NA","NA","NA","NA","NA",29200,15,129,80841,200
"2765",3092,"1995-12-20","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",9000,15,69,29245,1000
"2766",3093,"1996-11-21","monthly","Jindrichuv Hradec",0,"F","NA","NA","NA","NA","NA",32670,15,51,65682,500
"2767",3094,"1993-12-20","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",24160,10,122,69014,600
"2768",3096,"1993-06-29","monthly","Frydek - Mistek",1,"F","NA","NA","NA","NA","NA",31026,8,134,68751,1000
"2769",3097,"1997-08-14","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",9600,15,39,27220,900
"2770",3098,"1996-09-16","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",31200,15,70,47235,600
"2771",3099,"1993-05-20","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",6400,15,132,35211,800
"2772",3100,"1997-06-22","monthly","Znojmo",1,"F","NA","NA","NA","NA","NA",30372,15,38,56421,600
"2773",3101,"1994-02-27","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",5730,8,113,23908,700
"2774",3102,"1997-11-23","monthly","Decin",0,"F","NA","NA","NA","NA","NA",24513,15,27,62726,1100
"2775",3104,"1997-04-29","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",10700,6,47,42635,700
"2776",3105,"1997-11-21","monthly","Litomerice",0,"F","NA","NA","NA","NA","NA",3218,15,23,24631,1000
"2777",3107,"1993-11-20","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",12650,15,119,103276,200
"2778",3108,"1993-03-14","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",5400,15,135,20932,600
"2779",3109,"1995-04-08","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",42000,0,104,66840,-6285
"2780",3110,"1997-01-12","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",54600,6,66,123735,1000
"2781",3111,"1995-11-08","monthly","Prostejov",0,"F","NA","NA","NA","NA","NA",37440,15,79,73057,200
"2782",3112,"1994-08-12","monthly","Louny",0,"T","123216","2567","48","current","FALSE",60700,15,144,155867,700
"2783",3113,"1993-08-16","monthly","Bruntal",0,"F","NA","NA","NA","NA","NA",62000,1,145,146810,-915
"2784",3114,"1996-06-15","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",54800,3,82,128229,700
"2785",3115,"1996-03-27","monthly","Ceske Budejovice",0,"T","321180","5353","60","current","FALSE",48180,15,71,90257,700
"2786",3116,"1996-04-05","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",26637,15,68,85010,1100
"2787",3117,"1993-02-24","monthly","Decin",1,"F","NA","NA","NA","NA","NA",5355,15,137,29772,900
"2788",3118,"1996-03-10","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",24468,15,71,69381,500
"2789",3119,"1997-05-02","monthly","Decin",0,"F","NA","NA","NA","NA","NA",3169,14,41,23070,1100
"2790",3120,"1996-06-20","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",13000,15,57,38370,400
"2791",3121,"1996-03-08","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",4400,14,69,25948,1000
"2792",3122,"1997-05-12","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",14720,15,50,57000,1100
"2793",3124,"1995-06-13","monthly","Kutna Hora",0,"F","NA","NA","NA","NA","NA",22548,15,86,55037,500
"2794",3125,"1996-12-16","monthly","Litomerice",1,"F","NA","NA","NA","NA","NA",9552,15,54,32229,400
"2795",3126,"1996-09-03","monthly","Pelhrimov",0,"F","NA","NA","NA","NA","NA",10100,15,64,37703,400
"2796",3127,"1993-08-08","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",58200,15,163,137533,1100
"2797",3128,"1995-01-06","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",10244,15,102,72491,200
"2798",3129,"1993-12-05","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",11900,15,123,36842,200
"2799",3130,"1996-03-20","monthly","Rakovnik",0,"F","NA","NA","NA","NA","NA",6359,15,64,94779,500
"2800",3131,"1995-10-23","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",31880,15,80,70241,300
"2801",3132,"1995-10-08","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",11200,13,91,35256,400
"2802",3133,"1993-06-14","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",29391,15,136,61083,1000
"2803",3134,"1994-04-29","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",34080,8,114,80578,600
"2804",3135,"1993-12-27","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",30131,15,123,97585,200
"2805",3136,"1993-08-07","monthly","Jesenik",0,"F","NA","NA","NA","NA","NA",26500,15,141,86549,900
"2806",3137,"1996-12-15","monthly","Most",0,"T","253560","4226","60","current","FALSE",38038,15,50,76510,900
"2807",3138,"1996-03-24","monthly","Litomerice",0,"F","NA","NA","NA","NA","NA",41361,15,76,41961,300
"2808",3139,"1995-08-30","monthly","Pribram",0,"F","NA","NA","NA","NA","NA",49720,15,30,71220,200
"2809",3140,"1997-05-13","monthly","Beroun",0,"F","NA","NA","NA","NA","NA",9798,15,48,36707,1000
"2810",3142,"1994-09-14","monthly","Benesov",1,"F","NA","NA","NA","NA","NA",6100,15,99,33603,200
"2811",3143,"1996-10-18","monthly","Louny",1,"T","130896","5454","24","current","FALSE",12000,15,75,59233,300
"2812",3144,"1996-03-09","monthly","Bruntal",0,"F","NA","NA","NA","NA","NA",6200,15,64,26808,800
"2813",3145,"1993-12-03","monthly","Kladno",0,"F","NA","NA","NA","NA","NA",14400,15,123,45930,300
"2814",3146,"1993-10-26","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",8500,10,146,33061,300
"2815",3147,"1995-04-05","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",18993,15,100,81225,300
"2816",3148,"1995-11-19","monthly","Decin",1,"F","NA","NA","NA","NA","NA",9500,15,93,34051,400
"2817",3149,"1996-06-27","monthly","Hodonin",0,"F","NA","NA","NA","NA","NA",35840,9,67,58668,800
"2818",3151,"1996-02-21","monthly","Kutna Hora",0,"F","NA","NA","NA","NA","NA",25400,15,78,108602,200
"2819",3152,"1993-07-16","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",37400,15,134,58199,500
"2820",3153,"1996-07-05","monthly","Benesov",1,"F","NA","NA","NA","NA","NA",61400,15,96,144318,800
"2821",3154,"1997-07-02","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",33639,15,38,89400,400
"2822",3155,"1996-08-29","monthly","Plzen - sever",0,"F","NA","NA","NA","NA","NA",29062,9,58,67639,700
"2823",3157,"1993-09-10","monthly","Vsetin",1,"F","NA","NA","NA","NA","NA",14750,15,129,54191,400
"2824",3158,"1996-10-03","monthly","Novy Jicin",0,"F","NA","NA","NA","NA","NA",3151,10,55,28062,200
"2825",3160,"1994-06-19","monthly","Domazlice",1,"F","NA","NA","NA","NA","NA",34504,15,110,105068,400
"2826",3161,"1996-08-26","monthly","Rychnov nad Kneznou",0,"T","30012","2501","12","current","FALSE",56000,12,63,127752,700
"2827",3163,"1997-05-24","monthly","Usti nad Labem",0,"F","NA","NA","NA","NA","NA",60800,9,51,123108,500
"2828",3164,"1993-12-24","monthly","Decin",0,"F","NA","NA","NA","NA","NA",15300,15,117,39658,1000
"2829",3166,"1993-08-10","monthly","Novy Jicin",1,"T","177744","3703","48","current","TRUE",55900,2,160,145957,-2486
"2830",3167,"1994-08-08","monthly","Pisek",1,"F","NA","NA","NA","NA","NA",31886,15,106,100113,200
"2831",3168,"1993-02-20","monthly","Most",0,"F","NA","NA","NA","NA","NA",10250,15,137,43511,1000
"2832",3169,"1997-12-19","monthly","Prachatice",0,"F","NA","NA","NA","NA","NA",27620,15,26,54879,500
"2833",3170,"1996-01-12","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",22800,15,91,45753,900
"2834",3171,"1993-09-28","monthly","Trebic",0,"F","NA","NA","NA","NA","NA",6650,14,123,28477,900
"2835",3172,"1997-05-27","monthly","Vsetin",0,"F","NA","NA","NA","NA","NA",2913,15,35,20878,600
"2836",3173,"1993-05-15","monthly","Most",0,"F","NA","NA","NA","NA","NA",14600,15,131,30870,1100
"2837",3174,"1997-12-10","monthly","Znojmo",0,"F","NA","NA","NA","NA","NA",5900,15,21,31080,400
"2838",3175,"1996-10-08","monthly","Svitavy",1,"F","NA","NA","NA","NA","NA",14600,15,55,30247,600
"2839",3176,"1997-03-26","monthly","Plzen - mesto",0,"F","NA","NA","NA","NA","NA",4595,15,40,22782,600
"2840",3177,"1996-11-12","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",40831,100,32,63892,500
"2841",3178,"1996-04-27","monthly","Kladno",1,"F","NA","NA","NA","NA","NA",4050,15,61,21519,600
"2842",3179,"1996-09-20","monthly","Novy Jicin",0,"F","NA","NA","NA","NA","NA",22269,15,57,54229,800
"2843",3180,"1996-06-18","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",29100,15,62,52082,500
"2844",3181,"1993-05-16","monthly","Havlickuv Brod",0,"F","NA","NA","NA","NA","NA",48224,15,176,86681,1000
"2845",3182,"1996-12-20","monthly","Kutna Hora",1,"F","NA","NA","NA","NA","NA",25514,15,50,58454,200
"2846",3183,"1994-04-01","monthly","Jicin",0,"F","NA","NA","NA","NA","NA",14500,15,115,40930,600
"2847",3184,"1994-02-18","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",8200,15,114,32701,700
"2848",3185,"1997-07-29","monthly","Jicin",1,"F","NA","NA","NA","NA","NA",20136,11,40,69720,800
"2849",3186,"1995-05-28","monthly","Praha - vychod",1,"F","NA","NA","NA","NA","NA",31250,15,88,67823,700
"2850",3187,"1997-12-20","monthly","Kromeriz",0,"F","NA","NA","NA","NA","NA",11200,15,34,20134,500
"2851",3188,"1997-02-20","monthly","Karlovy Vary",0,"F","NA","NA","NA","NA","NA",23270,15,46,58120,400
"2852",3189,"1995-11-29","monthly","Rokycany",0,"T","222180","3703","60","current","TRUE",52600,14,79,130659,-5968
"2853",3190,"1996-12-30","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",21600,8,53,54923,1000
"2854",3191,"1996-09-17","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",14356,15,59,42318,900
"2855",3192,"1996-07-28","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",15018,13,68,63544,400
"2856",3193,"1996-02-27","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",28005,12,70,62868,400
"2857",3194,"1997-04-19","monthly","Praha - zapad",1,"F","NA","NA","NA","NA","NA",20238,15,43,42056,1100
"2858",3195,"1993-09-02","monthly","Teplice",0,"F","NA","NA","NA","NA","NA",12400,14,154,63392,600
"2859",3196,"1993-12-13","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",13750,15,118,52530,700
"2860",3197,"1993-12-25","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",7410,15,117,31156,300
"2861",3199,"1996-06-06","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",29270,15,63,84871,1100
"2862",3201,"1994-04-17","monthly","Kladno",0,"F","NA","NA","NA","NA","NA",14064,15,137,68745,300
"2863",3202,"1997-06-04","monthly","Mlada Boleslav",0,"F","NA","NA","NA","NA","NA",4837,15,39,27629,1100
"2864",3203,"1995-08-07","monthly","Cheb",1,"F","NA","NA","NA","NA","NA",3400,10,83,22977,1000
"2865",3204,"1996-07-13","monthly","Trebic",0,"F","NA","NA","NA","NA","NA",21100,15,62,68613,700
"2866",3205,"1995-12-17","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",7700,3,69,33742,700
"2867",3206,"1996-06-22","monthly","Louny",0,"F","NA","NA","NA","NA","NA",28318,15,62,80721,400
"2868",3208,"1997-08-04","monthly","Rokycany",1,"F","NA","NA","NA","NA","NA",48380,15,43,91199,-1724
"2869",3209,"1997-12-10","monthly","Jicin",0,"F","NA","NA","NA","NA","NA",23877,15,26,50082,600
"2870",3210,"1993-05-17","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",39040,15,136,80338,1000
"2871",3211,"1997-06-09","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",3018,8,39,21921,200
"2872",3212,"1993-07-25","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",10500,15,167,67611,700
"2873",3213,"1993-04-12","monthly","Trutnov",0,"F","NA","NA","NA","NA","NA",3270,15,133,22631,400
"2874",3214,"1997-05-10","monthly","Bruntal",0,"F","NA","NA","NA","NA","NA",6850,13,41,22376,4019
"2875",3216,"1995-08-11","monthly","Beroun",0,"F","NA","NA","NA","NA","NA",56000,14,101,145372,200
"2876",3218,"1993-11-14","monthly","Usti nad Labem",0,"F","NA","NA","NA","NA","NA",4230,7,119,22369,800
"2877",3219,"1996-03-26","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",30399,15,68,72264,400
"2878",3220,"1993-08-14","monthly","Rokycany",0,"F","NA","NA","NA","NA","NA",36160,15,130,82713,800
"2879",3221,"1993-08-17","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",10500,15,126,52874,900
"2880",3222,"1993-07-21","monthly","Kladno",0,"F","NA","NA","NA","NA","NA",7410,15,127,25310,800
"2881",3223,"1993-12-07","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",63600,1,141,141634,-69
"2882",3224,"1996-11-10","monthly","Brno - venkov",0,"F","NA","NA","NA","NA","NA",13950,15,53,42806,6483
"2883",3225,"1993-11-01","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",34560,15,130,114813,200
"2884",3226,"1994-08-28","monthly","Znojmo",0,"F","NA","NA","NA","NA","NA",9400,8,130,34681,1000
"2885",3227,"1996-06-24","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",36975,15,61,95969,300
"2886",3228,"1996-10-30","monthly","Rokycany",0,"F","NA","NA","NA","NA","NA",58700,9,70,120789,1100
"2887",3229,"1995-11-18","monthly","Zlin",0,"T","39024","3252","12","expired","FALSE",58400,15,90,141938,300
"2888",3230,"1995-03-11","monthly","Hl.m. Praha",1,"T","77184","2144","36","current","FALSE",63600,15,104,142918,200
"2889",3231,"1995-04-18","monthly","Opava",0,"F","NA","NA","NA","NA","NA",9600,15,86,34183,800
"2890",3232,"1996-10-02","monthly","Litomerice",0,"F","NA","NA","NA","NA","NA",5100,15,55,24156,500
"2891",3233,"1995-03-03","monthly","Tachov",1,"F","NA","NA","NA","NA","NA",64900,15,116,126586,700
"2892",3234,"1995-09-16","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",9300,15,89,33111,900
"2893",3235,"1995-01-26","monthly","Mlada Boleslav",0,"F","NA","NA","NA","NA","NA",38880,12,96,98121,400
"2894",3236,"1997-02-20","monthly","Usti nad Orlici",0,"F","NA","NA","NA","NA","NA",6200,15,41,30731,300
"2895",3237,"1993-10-02","monthly","Strakonice",0,"F","NA","NA","NA","NA","NA",39040,15,135,85386,200
"2896",3238,"1996-01-07","monthly","Pardubice",0,"F","NA","NA","NA","NA","NA",34560,15,73,69087,400
"2897",3239,"1996-06-19","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",30765,15,62,66400,200
"2898",3241,"1993-07-16","monthly","Chrudim",0,"F","NA","NA","NA","NA","NA",6282,15,128,74339,200
"2899",3242,"1997-03-02","monthly","Plzen - sever",0,"F","NA","NA","NA","NA","NA",13137,15,57,43414,900
"2900",3243,"1993-11-10","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",13850,15,121,34314,300
"2901",3244,"1995-01-14","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",6450,3,97,22997,1100
"2902",3245,"1997-06-26","monthly","Jicin",0,"F","NA","NA","NA","NA","NA",8300,15,34,27924,1000
"2903",3246,"1993-06-14","monthly","Brno - mesto",1,"F","NA","NA","NA","NA","NA",10400,15,153,40080,800
"2904",3247,"1996-04-11","monthly","Trebic",1,"F","NA","NA","NA","NA","NA",15840,15,80,43184,800
